StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Cluster,PCA1,PCA2
25,65,1,1,1,1,0,25,3,0,1,62,51,0,1,3,3,0.46517497830363375,0.39930969115339054
25,65,1,1,1,1,0,28,3,12,1,100,55,1,0,2,1,0.3603688597965735,0.41830220551877006
25,65,2,1,0,0,0,25,3,0,1,62,51,0,1,3,3,0.47307879857805146,0.4159648310840399
25,65,2,1,0,0,0,28,3,12,1,100,55,1,0,2,1,0.36827268007099134,0.43495734544941933
21,65,0,1,0,1,0,20,3,1,1,54,54,1,0,3,1,0.37094596742021435,0.43542234777368716
21,65,0,1,0,1,0,24,1,2,1,96,78,0,2,1,3,0.4829935668772959,0.4036353826783351
21,65,2,1,0,0,0,20,3,1,1,54,54,1,0,3,1,0.37465954481451813,0.43220421344853777
21,65,2,1,0,0,0,24,1,2,1,96,78,0,2,1,3,0.48670714427159967,0.4004172483531856
8,99,1,0,0,1,0,28,2,9,1,99,97,0,1,0,3,-0.533671154869841,0.40267038623465845
8,99,1,0,0,1,0,23,1,4,1,89,54,1,1,3,2,-0.6131457009690833,0.40403424395996335
8,99,1,0,0,1,0,20,3,6,1,59,91,0,0,0,3,-0.5466459468183972,0.41703402114543997
8,99,2,1,1,1,0,28,2,9,1,99,97,0,1,0,3,0.45779104825932515,0.387527153331626
8,99,2,1,1,1,0,23,1,4,1,89,54,1,1,3,1,0.3783165021600826,0.3888910110569309
8,99,2,1,1,1,0,20,3,6,1,59,91,0,0,0,3,0.4448162563107688,0.40189078824240765
12,72,1,1,1,1,0,28,1,15,1,58,100,0,1,0,3,0.46456714090144746,0.39646615662026563
12,72,1,1,1,1,0,26,2,20,1,51,42,1,2,3,1,0.40128660655709314,0.3835357497489935
12,72,1,1,1,1,0,29,1,5,0,61,73,1,1,1,0,0.3877263948550874,-0.6013535684622014
12,72,0,1,2,1,0,28,1,15,1,58,100,0,1,0,3,0.4763455109528726,0.385333283735681
12,72,0,1,2,1,0,26,2,20,1,51,42,1,2,3,1,0.4130649766085184,0.37240287686440887
12,72,0,1,2,1,0,29,1,5,0,61,73,1,1,1,0,0.39950476490651254,-0.6124864413467861
12,72,1,0,2,1,0,28,1,15,1,58,100,0,1,0,3,-0.5272912415221772,0.3762330416973073
12,72,1,0,2,1,0,26,2,20,1,51,42,1,2,3,2,-0.5905717758665313,0.3633026348260352
12,72,1,0,2,1,0,29,1,5,0,61,73,1,1,1,0,-0.6041319875685373,-0.6215866833851598
12,72,1,0,0,1,0,28,1,15,1,58,100,0,1,0,3,-0.5348793686934884,0.40723918883769084
12,72,1,0,0,1,0,26,2,20,1,51,42,1,2,3,2,-0.5981599030378425,0.3943087819664187
12,72,1,0,0,1,0,29,1,5,0,61,73,1,1,1,0,-0.6117201147398484,-0.5905805362447762
21,65,1,1,0,1,1,21,0,0,0,93,95,1,1,0,0,0.3799997783959609,-0.582623122289662
21,65,0,1,2,0,1,21,0,0,0,93,95,1,1,0,0,0.4152544023588848,-0.6037368016983736
21,65,1,0,2,1,1,21,0,0,0,93,95,1,1,0,0,-0.6080645404420081,-0.618359310782812
21,65,2,0,0,1,1,21,0,0,0,93,95,1,1,0,0,-0.6236369740790889,-0.5917233643280356
21,65,1,1,1,1,1,21,0,0,0,93,95,1,1,0,0,0.38379384198161637,-0.5981261958598537
21,65,1,0,1,1,1,21,0,0,0,93,95,1,1,0,0,-0.6118586040276637,-0.6028562372126203
21,65,2,1,2,1,1,21,0,0,0,93,95,1,1,0,0,0.37960359910150243,-0.6179994701156526
21,65,2,0,1,1,1,21,0,0,0,93,95,1,1,0,0,-0.6198429104934333,-0.6072264378982274
24,68,1,0,0,1,1,29,2,13,1,78,61,1,1,2,2,-0.6184117517506591,0.4128872381705547
24,68,1,0,1,1,1,29,2,13,1,78,61,1,1,2,2,-0.6146176881650035,0.39738416460036297
24,68,1,1,2,1,1,29,2,13,1,78,61,1,1,2,1,0.38482882142993213,0.38661113238293776
24,68,1,1,0,1,1,29,2,13,1,78,61,1,1,2,1,0.37724069425862095,0.4176172795233214
24,68,2,1,0,1,1,29,2,13,1,78,61,1,1,2,1,0.3692563877928513,0.41324707883771417
24,68,1,1,1,1,1,29,2,13,1,78,61,1,1,2,1,0.38103475784427643,0.4021142059531295
24,68,1,1,1,0,1,29,2,13,1,78,61,1,1,2,1,0.4007169481701195,0.40763647299919425
24,68,0,1,0,1,1,29,2,13,1,78,61,1,1,2,1,0.3852250007243906,0.4219874802089284
21,84,1,1,0,1,0,23,0,11,0,79,56,1,2,2,0,0.40157633065515974,-0.5996691820134865
21,84,0,0,0,1,0,23,0,11,0,79,56,1,2,2,0,-0.5860918088883508,-0.600029022680646
21,84,1,0,1,1,0,23,0,11,0,79,56,1,2,2,0,-0.5902820517684648,-0.6199022969364448
21,84,2,1,0,1,0,23,0,11,0,79,56,1,2,2,0,0.3935920241893901,-0.6040393826990937
21,84,0,1,0,1,0,23,0,11,0,79,56,1,2,2,0,0.4095606371209295,-0.5952989813278794
18,94,2,1,1,1,1,21,0,0,1,83,93,1,2,0,1,0.39671083823648656,0.37631035241228106
18,94,2,1,1,1,1,29,1,17,1,55,51,1,2,3,1,0.3976461110852758,0.3774581251075527
18,94,1,1,2,1,1,21,0,0,1,83,93,1,2,0,1,0.4084892082879118,0.3651774795276965
18,94,1,1,2,1,1,29,1,17,1,55,51,1,2,3,1,0.40942448113670105,0.3663252522229681
18,94,2,1,0,1,1,21,0,0,1,83,93,1,2,0,1,0.39291677465083097,0.3918134259824728
18,94,2,1,0,1,1,29,1,17,1,55,51,1,2,3,1,0.3938520474996202,0.3929611986777445
18,94,1,1,1,1,1,21,0,0,1,83,93,1,2,0,1,0.4046951447022561,0.3806805530978882
18,94,1,1,1,1,1,29,1,17,1,55,51,1,2,3,1,0.40563041755104534,0.38182832579315984
18,94,1,0,0,1,1,21,0,0,1,83,93,1,2,0,2,-0.5947513648926795,0.3914535853153135
18,94,1,0,0,1,1,29,1,17,1,55,51,1,2,3,2,-0.5938160920438903,0.39260135801058504
18,94,1,1,0,0,1,21,0,0,1,83,93,1,2,0,1,0.42058327144244356,0.4017058937141448
18,94,1,1,0,0,1,29,1,17,1,55,51,1,2,3,1,0.4215185442912328,0.40285366640941633
11,98,1,1,0,1,1,25,0,11,0,77,81,1,0,1,0,0.36848918121693863,-0.5735321949372091
11,98,1,1,0,1,1,25,2,7,1,94,52,1,2,3,1,0.3992922334812319,0.3947286584873806
11,98,1,1,0,1,1,26,0,12,0,58,87,0,2,0,3,0.48732423894823074,-0.6062848919610853
11,98,2,1,2,1,1,25,0,11,0,77,81,1,0,1,0,0.3680930019224802,-0.6089085427631997
11,98,2,1,2,1,1,25,2,7,1,94,52,1,2,3,1,0.39889605418677343,0.35935231066139006
11,98,2,1,2,1,1,26,0,12,0,58,87,0,2,0,3,0.4869280596537723,-0.6416612397870759
16,70,1,1,1,1,1,28,2,7,1,94,84,1,0,1,1,0.36230994734066624,0.4148217230668483
16,70,1,1,1,1,1,22,0,20,0,89,83,1,2,1,0,0.40025875002741496,-0.6135175325055902
16,70,1,1,1,1,1,19,2,20,1,53,86,1,2,0,1,0.4008254148971221,0.3848339631988992
16,70,2,1,2,1,1,28,2,7,1,94,84,1,0,1,1,0.3581197044605522,0.3949484488110495
16,70,2,1,2,1,1,22,0,20,0,89,83,1,2,1,0,0.3960685071473009,-0.633390806761389
16,70,2,1,2,1,1,19,2,20,1,53,86,1,2,0,1,0.39663517201700804,0.3649606889431003
17,78,1,1,1,1,0,24,1,14,1,84,59,0,0,2,3,0.4453128411598055,0.41249252071420495
17,78,1,1,1,1,0,26,3,9,0,90,85,1,2,0,0,0.40311770607790953,-0.6153671045879432
17,78,1,1,1,1,0,29,1,20,1,58,85,0,2,0,3,0.48305702468095635,0.3820870937709443
17,78,2,0,1,1,0,24,1,14,1,84,59,0,0,2,3,-0.5583239113152443,0.4033922786758313
17,78,2,0,1,1,0,26,3,9,0,90,85,1,2,0,0,-0.6005190463971403,-0.6244673466263168
17,78,2,0,1,1,0,29,1,20,1,58,85,0,2,0,3,-0.5205797277940934,0.3729868517325706
17,78,1,0,1,0,0,24,1,14,1,84,59,0,0,2,3,-0.5306574145236315,0.4132847464075031
17,78,1,0,1,0,0,26,3,9,0,90,85,1,2,0,0,-0.5728525496055276,-0.6145748788946449
17,78,1,0,1,0,0,29,1,20,1,58,85,0,2,0,3,-0.4929132310024808,0.3828793194642425
17,78,1,1,0,1,0,24,1,14,1,84,59,0,0,2,3,0.4415187775741499,0.4279955942843967
17,78,1,1,0,1,0,26,3,9,0,90,85,1,2,0,0,0.39932364249225394,-0.5998640310177514
17,78,1,1,0,1,0,29,1,20,1,58,85,0,2,0,3,0.47926296109530064,0.39759016734113606
26,61,0,1,1,1,0,28,2,20,0,69,99,1,2,0,0,0.40910988450793995,-0.6057552218733765
26,61,1,1,2,1,0,28,2,20,0,69,99,1,2,0,0,0.4049196416278258,-0.6256284961291754
26,61,2,1,1,0,0,28,2,20,0,69,99,1,2,0,0,0.4128234619022436,-0.608973356198526
22,86,1,1,0,1,1,23,0,9,0,60,47,1,2,3,0,0.40436350899781526,-0.6001795097630973
22,86,1,1,0,1,1,24,3,6,1,73,55,1,2,2,1,0.39986270889287223,0.39866696261567347
22,86,1,1,0,1,1,19,1,8,0,100,87,1,0,0,0,0.36442028882404076,-0.5690844807551887
22,86,1,1,0,1,1,24,3,7,1,86,96,1,2,0,1,0.39828794952305313,0.3989663660723891
22,86,0,0,1,1,1,23,0,9,0,60,47,1,2,3,0,-0.5795105669600396,-0.6160424240004485
22,86,0,0,1,1,1,24,3,6,1,73,55,1,2,2,2,-0.5840113670649827,0.3828040483783224
22,86,0,0,1,1,1,19,1,8,0,100,87,1,0,0,0,-0.6194537871338142,-0.5849473949925398
22,86,0,0,1,1,1,24,3,7,1,86,96,1,2,0,2,-0.5855861264348017,0.3831034518350379
22,86,1,1,2,1,1,23,0,9,0,60,47,1,2,3,0,0.41195163616912656,-0.6311856569034808
22,86,1,1,2,1,1,24,3,6,1,73,55,1,2,2,1,0.40745083606418353,0.36766081547528995
22,86,1,1,2,1,1,19,1,8,0,100,87,1,0,0,0,0.37200841599535206,-0.6000906278955722
22,86,1,1,2,1,1,24,3,7,1,86,96,1,2,0,1,0.40587607669436443,0.3679602189320056
22,86,1,1,1,1,1,23,0,9,0,60,47,1,2,3,0,0.40815757258347085,-0.6156825833332891
22,86,1,1,1,1,1,24,3,6,1,73,55,1,2,2,1,0.4036567724785278,0.3831638890454817
22,86,1,1,1,1,1,19,1,8,0,100,87,1,0,0,0,0.36821435240969635,-0.5845875543253805
22,86,1,1,1,1,1,24,3,7,1,86,96,1,2,0,1,0.4020820131087087,0.38346329250219735
22,86,1,0,0,1,1,23,0,9,0,60,47,1,2,3,0,-0.5912889370114648,-0.6049095511158639
22,86,1,0,0,1,1,24,3,6,1,73,55,1,2,2,2,-0.5957897371164079,0.3939369212629069
22,86,1,0,0,1,1,19,1,8,0,100,87,1,0,0,0,-0.6312321571852394,-0.5738145221079552
22,86,1,0,0,1,1,24,3,7,1,86,96,1,2,0,2,-0.597364496486227,0.39423632471962256
22,86,1,0,2,1,1,23,0,9,0,60,47,1,2,3,0,-0.5837008098401536,-0.6359156982562474
22,86,1,0,2,1,1,24,3,6,1,73,55,1,2,2,2,-0.5882016099450967,0.3629307741225235
22,86,1,0,2,1,1,19,1,8,0,100,87,1,0,0,0,-0.6236440300139282,-0.6048206692483387
22,86,1,0,2,1,1,24,3,7,1,86,96,1,2,0,2,-0.5897763693149157,0.36323017757923903
9,77,1,0,1,1,1,24,3,4,1,63,76,1,0,1,2,-0.6284240421676505,0.4066290899387842
9,77,1,0,1,1,1,18,2,3,1,61,65,1,0,2,2,-0.6280732506833449,0.4065038348626221
9,77,1,0,1,1,1,28,1,16,0,51,66,1,2,2,0,-0.5895680989577263,-0.6219145790646134
9,77,1,0,0,1,1,24,3,4,1,63,76,1,0,1,2,-0.6322181057533061,0.422132163508976
9,77,1,0,0,1,1,18,2,3,1,61,65,1,0,2,2,-0.6318673142690004,0.42200690843281385
9,77,1,0,0,1,1,28,1,16,0,51,66,1,2,2,0,-0.5933621625433819,-0.6064115054944217
9,77,2,1,1,1,1,24,3,4,1,63,76,1,0,1,1,0.35924409737585994,0.40698893060594366
9,77,2,1,1,1,1,18,2,3,1,61,65,1,0,2,1,0.35959488886016566,0.40686367552978153
9,77,2,1,1,1,1,28,1,16,0,51,66,1,2,2,0,0.3981000405857841,-0.621554738397454
9,77,0,0,1,1,1,24,3,4,1,63,76,1,0,1,2,-0.6204397357018808,0.41099929062439133
9,77,0,0,1,1,1,18,2,3,1,61,65,1,0,2,2,-0.6200889442175752,0.4108740355482293
9,77,0,0,1,1,1,28,1,16,0,51,66,1,2,2,0,-0.5815837924919567,-0.6175443783790063
22,71,1,1,0,1,1,20,0,18,0,71,52,1,2,3,0,0.3991280066822366,-0.5971291554150014
22,71,1,0,2,1,1,20,0,18,0,71,52,1,2,3,0,-0.5889363121557323,-0.6328653439081515
22,71,1,0,0,1,1,20,0,18,0,71,52,1,2,3,0,-0.5965244393270435,-0.601859196767768
22,71,1,1,1,1,1,20,0,18,0,71,52,1,2,3,0,0.4029220702678922,-0.6126322289851932
22,71,2,1,1,1,1,20,0,18,0,71,52,1,2,3,0,0.39493776380212253,-0.6170024296708003
22,71,0,1,1,1,1,20,0,18,0,71,52,1,2,3,0,0.4109063767336619,-0.6082620282995861
18,68,1,0,1,1,1,26,0,20,0,93,92,0,2,0,3,-0.5149200822218185,-0.6194055132026839
18,68,1,0,1,1,1,18,3,20,0,55,98,0,0,0,3,-0.546312509257983,-0.5894517627953662
18,68,2,0,0,1,1,26,0,20,0,93,92,0,2,0,3,-0.5266984522732437,-0.6082726403180992
18,68,2,0,0,1,1,18,3,20,0,55,98,0,0,0,3,-0.5580908793094083,-0.5783188899107815
18,68,2,1,0,1,1,26,0,20,0,93,92,0,2,0,3,0.4689539937360363,-0.6035425989653328
18,68,2,1,0,1,1,18,3,20,0,55,98,0,0,0,3,0.4375615666998718,-0.573588848558015
18,68,2,1,2,1,1,26,0,20,0,93,92,0,2,0,3,0.4765421209073475,-0.6345487461057162
18,68,2,1,2,1,1,18,3,20,0,55,98,0,0,0,3,0.44514969387118297,-0.6045949956983985
18,68,1,1,2,1,1,26,0,20,0,93,92,0,2,0,3,0.484526427373117,-0.6301785454201091
18,68,1,1,2,1,1,18,3,20,0,55,98,0,0,0,3,0.4531340003369526,-0.6002247950127914
18,68,0,1,1,1,1,26,0,20,0,93,92,0,2,0,3,0.4887166702532312,-0.6103052711643102
18,68,0,1,1,1,1,18,3,20,0,55,98,0,0,0,3,0.4573242432170668,-0.5803515207569925
18,68,2,0,1,1,1,26,0,20,0,93,92,0,2,0,3,-0.5229043886875882,-0.623775713888291
18,68,2,0,1,1,1,18,3,20,0,55,98,0,0,0,3,-0.5542968157237526,-0.5938219634809733
16,86,1,1,1,1,1,26,1,10,1,92,94,1,1,0,1,0.38300582333439037,0.3976236855924614
16,86,1,1,1,1,1,18,2,15,1,100,98,1,1,0,1,0.38147440552841017,0.39821829763135297
16,86,1,1,1,1,1,29,1,15,0,60,92,1,2,0,0,0.4071745859153102,-0.6166140820179393
16,86,2,0,1,1,1,26,1,10,1,92,94,1,1,0,2,-0.6206309291406594,0.38852344355408774
16,86,2,0,1,1,1,18,2,15,1,100,98,1,1,0,2,-0.6221623469466395,0.3891180555929793
16,86,2,0,1,1,1,29,1,15,0,60,92,1,2,0,0,-0.5964621665597395,-0.625714324056313
16,86,1,1,0,1,1,26,1,10,1,92,94,1,1,0,1,0.37921175974873467,0.4131267591626532
16,86,1,1,0,1,1,18,2,15,1,100,98,1,1,0,1,0.3776803419427547,0.41372137120154473
16,86,1,1,0,1,1,29,1,15,0,60,92,1,2,0,0,0.4033805223296546,-0.6011110084477476
16,86,1,1,2,1,1,26,1,10,1,92,94,1,1,0,1,0.38679988692004585,0.38212061202226966
16,86,1,1,2,1,1,18,2,15,1,100,98,1,1,0,1,0.38526846911406587,0.3827152240611612
16,86,1,1,2,1,1,29,1,15,0,60,92,1,2,0,0,0.4109686495009658,-0.6321171555881311
16,86,1,0,2,1,1,26,1,10,1,92,94,1,1,0,2,-0.6088525590892342,0.3773905706695031
16,86,1,0,2,1,1,18,2,15,1,100,98,1,1,0,2,-0.6103839768952143,0.37798518270839465
16,86,1,0,2,1,1,29,1,15,0,60,92,1,2,0,0,-0.5846837965083143,-0.6368471969408976
16,86,0,0,0,1,1,26,1,10,1,92,94,1,1,0,2,-0.6084563797947757,0.41276691849549374
16,86,0,0,0,1,1,18,2,15,1,100,98,1,1,0,2,-0.6099877976007559,0.4133615305343853
16,86,0,0,0,1,1,29,1,15,0,60,92,1,2,0,0,-0.5842876172138559,-0.601470849114907
24,77,0,0,1,1,0,22,0,13,1,99,66,0,0,2,3,-0.5438375234407561,0.4141540460062785
24,77,0,0,1,1,0,19,1,13,0,82,51,1,2,3,0,-0.58411471228764,-0.6136017490567199
24,77,0,0,1,1,0,26,3,16,0,76,62,1,0,2,0,-0.6194525287788439,-0.5828606099759713
24,77,0,0,1,1,0,19,2,10,1,71,62,0,1,2,3,-0.5225268733510252,0.39815230706479743
24,77,2,0,2,1,0,22,0,13,1,99,66,0,0,2,3,-0.5560120727866398,0.38991057106487237
24,77,2,0,2,1,0,19,1,13,0,82,51,1,2,3,0,-0.5962892616335236,-0.637845223998126
24,77,2,0,2,1,0,26,3,16,0,76,62,1,0,2,0,-0.6316270781247275,-0.6071040849173773
24,77,2,0,2,1,0,19,2,10,1,71,62,0,1,2,3,-0.5347014226969089,0.37390883212339143
24,77,1,0,2,1,0,22,0,13,1,99,66,0,0,2,3,-0.5480277663208701,0.3942807717504796
24,77,1,0,2,1,0,19,1,13,0,82,51,1,2,3,0,-0.5883049551677539,-0.6334750233125188
24,77,1,0,2,1,0,26,3,16,0,76,62,1,0,2,0,-0.6236427716589579,-0.6027338842317702
24,77,1,0,2,1,0,19,2,10,1,71,62,0,1,2,3,-0.5267171162311393,0.37827903280899855
26,67,2,1,0,1,0,26,1,0,1,91,82,0,0,1,3,0.432775992218412,0.42615701691479047
26,67,2,1,0,1,0,18,0,15,0,75,43,1,1,3,0,0.37265341566660115,-0.5849013935117123
26,67,2,1,0,1,0,19,0,0,1,100,63,1,2,2,1,0.38616674015925057,0.3977342811557649
26,67,2,0,1,1,0,26,1,0,1,91,82,0,0,1,3,-0.5590823902052126,0.40592390199183215
26,67,2,0,1,1,0,18,0,15,0,75,43,1,1,3,0,-0.6192049667570234,-0.6051345084346705
26,67,2,0,1,1,0,19,0,0,1,100,63,1,2,2,2,-0.605691642264374,0.3775011662328066
26,67,1,1,1,1,0,26,1,0,1,91,82,0,0,1,3,0.44455436226983724,0.4150241440302058
26,67,1,1,1,1,0,18,0,15,0,75,43,1,1,3,0,0.3844317857180263,-0.596034266396297
26,67,1,1,1,1,0,19,0,0,1,100,63,1,2,2,1,0.3979451102106758,0.3866014082711803
26,67,1,0,1,1,0,26,1,0,1,91,82,0,0,1,3,-0.5510980837394429,0.41029410267743927
26,67,1,0,1,1,0,18,0,15,0,75,43,1,1,3,0,-0.6112206602912538,-0.6007643077490634
26,67,1,0,1,1,0,19,0,0,1,100,63,1,2,2,2,-0.5977073357986044,0.3818713669184137
26,67,0,1,1,1,0,26,1,0,1,91,82,0,0,1,3,0.452538668735607,0.41939434471581294
26,67,0,1,1,1,0,18,0,15,0,75,43,1,1,3,0,0.39241609218379614,-0.5916640657106897
26,67,0,1,1,1,0,19,0,0,1,100,63,1,2,2,1,0.40592941667644555,0.3909716089567874
26,88,2,1,1,1,1,28,3,4,1,98,62,1,1,2,1,0.37586017067538,0.3950041556294205
26,88,2,1,1,1,1,19,1,9,0,55,50,1,2,3,0,0.40125290114181333,-0.6194077603615339
26,88,2,1,1,1,1,28,2,4,1,54,54,1,2,3,1,0.3985663820832208,0.37902988515531877
26,88,0,0,0,1,1,28,3,4,1,98,62,1,1,2,2,-0.6076177259880164,0.4145175892180599
26,88,0,0,0,1,1,19,1,9,0,55,50,1,2,3,0,-0.5822249955215831,-0.5998943267728944
26,88,0,0,0,1,1,28,2,4,1,54,54,1,2,3,2,-0.5849115145801755,0.3985433187439582
26,88,2,0,1,1,1,28,3,4,1,98,62,1,1,2,2,-0.6197922753339,0.3902741142766539
26,88,2,0,1,1,1,19,1,9,0,55,50,1,2,3,0,-0.5943995448674668,-0.6241378017143004
26,88,2,0,1,1,1,28,2,4,1,54,54,1,2,3,2,-0.5970860639260592,0.3742998438025522
26,88,1,1,1,1,1,28,3,4,1,98,62,1,1,2,1,0.38384447714114966,0.3993743563150276
26,88,1,1,1,1,1,19,1,9,0,55,50,1,2,3,0,0.409237207607583,-0.6150375596759268
26,88,1,1,1,1,1,28,2,4,1,54,54,1,2,3,1,0.40655068854899046,0.3834000858409259
15,83,2,0,0,0,0,20,1,5,0,50,93,1,1,0,0,-0.5965961956848742,-0.590347605983343
15,83,2,0,0,0,0,22,2,9,1,69,64,1,1,2,2,-0.602662377717765,0.4092489985608868
15,83,0,1,1,1,0,20,1,5,0,50,93,1,1,0,0,0.399136736515758,-0.5979025038756187
15,83,0,1,1,1,0,22,2,9,1,69,64,1,1,2,1,0.3930705544828671,0.4016941006686112
15,83,1,0,1,1,0,20,1,5,0,50,93,1,1,0,0,-0.604500015959292,-0.6070027459139923
15,83,1,0,1,1,0,22,2,9,1,69,64,1,1,2,2,-0.6105661979921828,0.39259385863023755
15,83,2,1,1,1,0,20,1,5,0,50,93,1,1,0,0,0.3831681235842185,-0.606642905246833
15,83,2,1,1,1,0,22,2,9,1,69,64,1,1,2,1,0.3771019415513276,0.3929536992973969
15,83,2,0,0,1,0,20,1,5,0,50,93,1,1,0,0,-0.6162783860107173,-0.5958698730294077
15,83,2,0,0,1,0,22,2,9,1,69,64,1,1,2,2,-0.622344568043608,0.4037267315148221
15,83,0,1,0,1,0,20,1,5,0,50,93,1,1,0,0,0.3953426729301023,-0.582399430305427
15,83,0,1,0,1,0,22,2,9,1,69,64,1,1,2,1,0.3892764908972114,0.41719717423880287
22,65,0,0,1,1,0,24,0,11,1,79,42,1,2,3,2,-0.5893204199111591,0.3862144295783895
22,65,2,1,1,1,0,24,0,11,1,79,42,1,2,3,1,0.39036341316658185,0.3822040695599418
22,65,1,1,0,1,0,24,0,11,1,79,42,1,2,3,1,0.3945536560466959,0.4020773438157407
22,65,1,0,0,1,0,24,0,11,1,79,42,1,2,3,2,-0.6010987899625844,0.3973473024629741
22,65,1,1,2,1,0,24,0,11,1,79,42,1,2,3,1,0.4021417832180071,0.37107119667535715
22,65,1,0,2,1,0,24,0,11,1,79,42,1,2,3,2,-0.5935106627912732,0.3663411553225906
26,91,0,1,1,1,1,21,0,5,1,95,69,0,1,2,3,0.47383429820450307,0.4013937445440139
26,91,0,1,1,1,1,23,3,18,0,54,88,0,2,0,3,0.4979784741053267,-0.6122377742310757
26,91,0,1,1,1,1,22,3,17,1,80,89,1,2,0,1,0.41054615924103643,0.38899182644476904
26,91,1,1,0,1,1,21,0,5,1,95,69,0,1,2,3,0.4620559281530777,0.41252661742859853
26,91,1,1,0,1,1,23,3,18,0,54,88,0,2,0,3,0.48620010405390135,-0.6011049013464911
26,91,1,1,0,1,1,22,3,17,1,80,89,1,2,0,1,0.3987677891896111,0.4001246993293537
26,91,1,0,0,1,1,21,0,5,1,95,69,0,1,2,3,-0.5335965178562023,0.407796576075832
26,91,1,0,0,1,1,23,3,18,0,54,88,0,2,0,3,-0.5094523419553787,-0.6058349426992576
26,91,1,0,0,1,1,22,3,17,1,80,89,1,2,0,2,-0.5968846568196691,0.3953946579765871
17,87,1,0,1,1,0,26,0,3,0,66,45,1,0,3,0,-0.6230010724970766,-0.5917036307610315
17,87,1,0,1,1,0,24,2,18,0,86,90,1,0,0,0,-0.6271502466839213,-0.5899831213281946
17,87,1,1,1,1,0,26,0,3,0,66,45,1,0,3,0,0.37265137351220345,-0.5869735894082649
17,87,1,1,1,1,0,24,2,18,0,86,90,1,0,0,0,0.36850219932535877,-0.5852530799754281
17,87,1,1,2,1,0,26,0,3,0,66,45,1,0,3,0,0.37644543709785916,-0.6024766629784567
17,87,1,1,2,1,0,24,2,18,0,86,90,1,0,0,0,0.3722962629110145,-0.6007561535456198
17,87,2,1,1,1,0,26,0,3,0,66,45,1,0,3,0,0.3646670670464338,-0.5913437900938721
17,87,2,1,1,1,0,24,2,18,0,86,90,1,0,0,0,0.36051789285958913,-0.5896232806610353
17,87,2,1,0,1,0,26,0,3,0,66,45,1,0,3,0,0.3608730034607782,-0.5758407165236803
17,87,2,1,0,1,0,24,2,18,0,86,90,1,0,0,0,0.35672382927393353,-0.5741202070908435
17,87,0,1,1,1,0,26,0,3,0,66,45,1,0,3,0,0.3806356799779731,-0.5826033887226578
17,87,0,1,1,1,0,24,2,18,0,86,90,1,0,0,0,0.3764865057911284,-0.580882879289821
17,87,1,1,0,1,0,26,0,3,0,66,45,1,0,3,0,0.36885730992654786,-0.5714705158380732
17,87,1,1,0,1,0,24,2,18,0,86,90,1,0,0,0,0.3647081357397032,-0.5697500064052364
19,65,1,1,0,1,1,21,0,16,1,60,46,1,2,3,1,0.3959197853228049,0.4014979761936731
19,65,2,1,1,1,1,21,0,16,1,60,46,1,2,3,1,0.39172954244269087,0.38162470193787423
19,65,0,1,1,1,1,21,0,16,1,60,46,1,2,3,1,0.40769815537423015,0.39036510330908847
19,65,2,1,0,1,1,21,0,16,1,60,46,1,2,3,1,0.3879354788570353,0.397127775508066
19,65,1,0,0,1,1,21,0,16,1,60,46,1,2,3,2,-0.5997326606864751,0.39676793484090656
19,65,1,0,1,1,1,21,0,16,1,60,46,1,2,3,2,-0.5959385971008195,0.3812648612707148
19,65,0,0,1,1,1,21,0,16,1,60,46,1,2,3,2,-0.5879542906350499,0.3856350619563219
19,65,1,1,1,1,1,21,0,16,1,60,46,1,2,3,1,0.3997138489084605,0.38599490262348135
13,88,2,1,2,1,1,29,1,14,1,84,88,1,0,0,1,0.3616566228626754,0.39225809326487937
13,88,2,1,2,1,1,24,1,6,1,79,47,0,2,3,3,0.4800881701039518,0.3588847140262459
13,88,1,1,1,1,1,29,1,14,1,84,88,1,0,0,1,0.36584686574278935,0.41213136752067825
13,88,1,1,1,1,1,24,1,6,1,79,47,0,2,3,3,0.4842784129840657,0.37875798828204477
13,78,2,1,2,1,1,24,3,2,1,96,50,0,2,3,3,0.47680474577266174,0.3601354057351517
13,78,2,1,2,1,1,25,3,16,0,62,42,0,2,3,3,0.48223144128452267,-0.6380140226570912
13,78,2,1,2,1,1,21,3,0,1,63,54,0,2,3,3,0.4807331531667173,0.35942577712500456
13,78,2,1,2,1,1,18,1,17,1,100,71,1,1,1,1,0.37539704512364247,0.37887041849064074
13,78,1,1,1,1,1,24,3,2,1,96,50,0,2,3,3,0.4809949886527759,0.38000867999095056
13,78,1,1,1,1,1,25,3,16,0,62,42,0,2,3,3,0.4864216841646368,-0.6181407484012923
13,78,1,1,1,1,1,21,3,0,1,63,54,0,2,3,3,0.48492339604683143,0.37929905138080344
13,78,1,1,1,1,1,18,1,17,1,100,71,1,1,1,1,0.3795872880037564,0.3987436927464396
13,78,0,1,0,1,1,24,3,2,1,96,50,0,2,3,3,0.48518523153288984,0.39988195424674944
13,78,0,1,0,1,1,25,3,16,0,62,42,0,2,3,3,0.49061192704475076,-0.5982674741454934
13,78,0,1,0,1,1,21,3,0,1,63,54,0,2,3,3,0.48911363892694537,0.3991723256366023
